# First row: R_c
# Second row: Total absorption with Im E_n < -1e-12
# Third row: Total absorption with Im E_n < -1e-12 AND Re E_n > 0
   40.0000   60.0000   80.0000  100.0000  120.0000
    0.2630    0.2623    0.2585    0.1988    0.1929
    0.1683    0.1621    0.1606    0.1606    0.1605
#	
# Integral of the PES (virtually independent of R_c): 0.1570	
