# Polar angle	Differential ionization probability (asymptotic ejection angle)
0	0.0836511466594741
0.0157868977567326	0.0835126693155649
0.0315737955134653	0.0830984139378798
0.0473606932701979	0.082411898857266
0.0631475910269305	0.0814589493192473
0.0789344887836631	0.0802476399842875
0.0947213865403958	0.078788215339578
0.110508284297128	0.0770929889180984
0.126295182053861	0.0751762224546333
0.142082079810594	0.0730539863264985
0.157868977567326	0.0707440028261349
0.173655875324059	0.0682654739909899
0.189442773080792	0.0656388958712267
0.205229670837524	0.0628858612461743
0.221016568594257	0.0600288529049421
0.236803466350989	0.0570910296846084
0.252590364107722	0.0540960075106058
0.268377261864455	0.0510676377085942
0.284164159621187	0.0480297848557793
0.29995105737792	0.0450061064132478
0.315737955134653	0.0420198363306504
0.331524852891385	0.0390935747419304
0.347311750648118	0.0362490857774291
0.36309864840485	0.0335071054053662
0.378885546161583	0.0308871610863013
0.394672443918316	0.0284074048796317
0.410459341675048	0.026084461483436
0.426246239431781	0.0239332925199359
0.442033137188514	0.0219670782004139
0.457820034945246	0.0201971173174168
0.473606932701979	0.0186327463202684
0.489393830458711	0.0172812780340144
0.505180728215444	0.0161479603836036
0.520967625972177	0.0152359552859769
0.536754523728909	0.0145463376743926
0.552541421485642	0.0140781144233368
0.568328319242375	0.013828262750334
0.584115216999107	0.0137917874844599
0.59990211475584	0.0139617964119807
0.615689012512572	0.0143295927389087
0.631475910269305	0.0148847835499881
0.647262808026038	0.0156154029953439
0.66304970578277	0.0165080488013133
0.678836603539503	0.0175480305823904
0.694623501296236	0.018719528328194
0.710410399052968	0.020005759354263
0.726197296809701	0.021389151939461
0.741984194566434	0.0228515238268053
0.757771092323166	0.0243742637393634
0.773557990079899	0.0259385140589257
0.789344887836631	0.0275253528326206
0.805131785593364	0.0291159733112836
0.820918683350097	0.030691859282694
0.836705581106829	0.0322349545418345
0.852492478863562	0.033727824937871
0.868279376620295	0.035153811551984
0.884066274377027	0.036497173689615
0.89985317213376	0.0377432205129413
0.915640069890493	0.038878430292055
0.931426967647225	0.0398905564138375
0.947213865403958	0.0407687194531968
0.96300076316069	0.0415034847794741
0.978787660917423	0.0420869253387256
0.994574558674156	0.0425126694176703
1.01036145643089	0.0427759333549256
1.02614835418762	0.0428735393175401
1.04193525194435	0.0428039184038284
1.05772214970109	0.0425670994655137
1.07350904745782	0.0421646841619085
1.08929594521455	0.0415998088654018
1.10508284297128	0.0408770941303375
1.12086974072802	0.0400025825162721
1.13665663848475	0.0389836656217509
1.15244353624148	0.0378290012366095
1.16823043399821	0.0365484215601179
1.18401733175495	0.03515283346
1.19980422951168	0.0336541117645943
1.21559112726841	0.032064986588395
1.23137802502514	0.0303989256912123
1.24716492278188	0.0286700128644786
1.26295182053861	0.0268928233260137
1.27873871829534	0.0250822970879655
1.29452561605208	0.0232536112426186
1.31031251380881	0.02142205208812
1.32609941156554	0.0196028879915142
1.34188630932227	0.0178112438602292
1.35767320707901	0.0160619780655406
1.37346010483574	0.0143695626326031
1.38924700259247	0.0127479674812847
1.4050339003492	0.0112105494700212
1.42082079810594	0.00976994696091663
1.43660769586267	0.00843798058795962
1.4523945936194	0.0072255608711255
1.46818149137613	0.006142603276912
1.48396838913287	0.00519795128021605
1.4997552868896	0.00439930793318048
1.51554218464633	0.00375317639362601
1.53132908240306	0.00326480980897356
1.5471159801598	0.00293817089133155
1.56290287791653	0.0027759014559955
1.57868977567326	0.00277930212943974
1.59447667343	0.00294832236454767
1.61026357118673	0.00328156083100021
1.62605046894346	0.00377627617815781
1.64183736670019	0.00442840809720328
1.65762426445693	0.00523260853953222
1.67341116221366	0.00618228288012233
1.68919805997039	0.00726964074855396
1.70498495772712	0.00848575618706606
1.72077185548386	0.00982063673497144
