# Energy	Aggregated during	Calculated after	Total
0.005	-0.0655587762388351	0.414481301304625	0.348922525065789
0.0075	-0.0790002990402288	0.574748888340024	0.495748589299795
0.01	-0.0444681272186676	0.643394465642775	0.598926338424107
0.0125	0.0215255830927093	0.612282864049171	0.63380844714188
0.015	0.0854310199122976	0.528605624674358	0.614036644586656
0.0175	0.120742850873258	0.411943506726532	0.532686357599791
0.02	0.113528959339204	0.299179279367245	0.412708238706449
0.0225	0.0699273726589155	0.212044910303176	0.281972282962092
0.025	0.0113044184480096	0.171235301162927	0.182539719610936
0.0275	-0.0409588797587303	0.167523826968266	0.126564947209536
0.03	-0.0756913292811617	0.188416532767908	0.112725203486746
0.0325	-0.0928543411760826	0.241335177800199	0.148480836624117
0.035	-0.098899479835986	0.296783743694422	0.197884263858435
0.0375	-0.100295286186637	0.348435151068146	0.248139864881508
0.04	-0.0989377914091795	0.409939904993703	0.311002113584524
0.0425	-0.0928257403639842	0.450862499695932	0.358036759331948
0.045	-0.080121527547741	0.482975269665352	0.402853742117611
0.0475	-0.0605376463954272	0.50573625230928	0.445198605913853
0.05	-0.0327330839505844	0.530420828919511	0.497687744968927
0.0525	0.00793397944058696	0.552000125108081	0.559934104548668
0.055	0.0693825871613006	0.585988802899325	0.655371390060626
0.0575	0.162001862509602	0.631951411518247	0.79395327402785
0.06	0.296314740496821	0.691238887317399	0.98755362781422
0.0625	0.477794137441946	0.767369245211528	1.24516338265347
0.065	0.701761871320621	0.845792516399689	1.54755438772031
0.0675	0.952458316385985	0.919230155923305	1.87168847230929
0.07	1.20565624224697	0.97947857447605	2.18513481672302
0.0725	1.43184887547356	1.02030846481433	2.45215734028789
0.075	1.6003061647723	1.03458600028153	2.63489216505383
0.0775	1.68581519083321	1.02224441279329	2.70805960362651
0.08	1.6760017959782	0.982694868596703	2.6586966645749
0.0825	1.57418104681406	0.919493728136746	2.49367477495081
0.085	1.39607416934815	0.839437377843201	2.23551154719135
0.0875	1.16402188505814	0.74823201243106	1.9122538974892
0.09	0.902786449745022	0.654515488805553	1.55730193855057
0.0925	0.637334314548961	0.562897465907017	1.20023178045598
0.095	0.390653520093023	0.478836828245084	0.869490348338107
0.0975	0.18091305592754	0.404555602239666	0.585468658167206
0.1	0.0192267895857894	0.34063290064805	0.35985969023384
0.1025	-0.0907359864612651	0.287607041399871	0.196871054938606
0.105	-0.151454708859405	0.243982373181081	0.0925276643216762
0.1075	-0.169618578561284	0.209308847816469	0.0396902692551853
0.11	-0.154378316010919	0.181668935216558	0.0272906192056389
0.1125	-0.116094074617778	0.159584827339043	0.0434907527212651
0.115	-0.0654899217300609	0.141393261193187	0.0759033394631261
0.1175	-0.012859887737607	0.12599533122483	0.113135443487223
0.12	0.032955767612224	0.113207361920114	0.146163129532338
0.1225	0.0657386051928966	0.102210698984606	0.167949304177503
0.125	0.0826689658276117	0.0929999945313488	0.175668960358961
0.1275	0.0842543382933865	0.0850620089836467	0.169316347277033
0.13	0.0735347316672201	0.0783979133102834	0.151932644977504
0.1325	0.055111089177103	0.0728449369563132	0.127956026133416
0.135	0.03436069384199	0.0682502454065202	0.10261093924851
0.1375	0.0167125757078883	0.0643363315918454	0.0810489072997337
0.14	0.00672104036006752	0.0610491125519228	0.0677701529119904
0.1425	0.00708924665747752	0.0580660001048688	0.0651552467623463
0.145	0.0181650009285154	0.0552364413640729	0.0734014422925883
0.1475	0.0382488438431108	0.0525474479620196	0.0907962918051304
0.15	0.0644875083484886	0.0499124655789156	0.114399973927404
0.1525	0.0937842980721571	0.0472405100460961	0.141024808118253
0.155	0.123388630193747	0.0445155733241892	0.167904203517936
0.1575	0.151283730289808	0.0418250931503241	0.193108823440132
0.16	0.176623576274548	0.0391061003802358	0.215729676654784
0.1625	0.200157731041167	0.0364906008728004	0.236648331913968
0.165	0.224254474517297	0.0340565313605385	0.258311005877836
0.1675	0.252237449113899	0.0318643493914964	0.284101798505395
0.17	0.28723361946064	0.029931702379151	0.317165321839791
0.1725	0.331107839045407	0.0282799062065747	0.359387745251982
0.175	0.383956917370425	0.0268368600021424	0.410793777372567
0.1775	0.444179657591294	0.0256519464253536	0.469831604016647
0.18	0.508775812480973	0.0247048829574786	0.533480695438452
0.1825	0.573575657505055	0.0239952829771621	0.597570940482217
0.185	0.633433128551522	0.023460797580684	0.656893926132206
0.1875	0.682640527222491	0.0230412850805258	0.705681812303017
0.19	0.715710851523947	0.022663892755394	0.738374744279341
0.1925	0.728359081892547	0.0223175733286052	0.750676655221153
0.195	0.718290773465437	0.0219655113726542	0.740256284838091
0.1975	0.685516596043798	0.021621221567579	0.707137817611377
0.2	0.632190669625637	0.0212331596320594	0.653423829257697
0.2025	0.562192631605512	0.020791587335419	0.582984218940931
0.205	0.480661318601896	0.0202686758817328	0.500929994483629
0.2075	0.393520583467534	0.0196753576744054	0.413195941141939
0.21	0.306919409814477	0.0190346551217246	0.325954064936201
0.2125	0.226554169446707	0.018368043097533	0.24492221254424
0.215	0.156988853379354	0.0176789294572936	0.174667782836647
0.2175	0.101175028037231	0.0169522944305871	0.118127322467818
0.22	0.0603095368100142	0.0161848149553223	0.0764943517653365
0.2225	0.0340063659244816	0.0153948895162292	0.0494012554407108
0.225	0.0206358168642838	0.0146071605290968	0.0352429773933806
0.2275	0.0176958141564327	0.0138487135133172	0.0315445276697499
0.23	0.0221693129264662	0.0131282837393763	0.0352975966658425
0.2325	0.0308980051964952	0.0124385765490322	0.0433365817455275
0.235	0.0409902807563659	0.0117646777140483	0.0527549584704142
0.2375	0.0501908119938964	0.0111151637882522	0.0613059757821486
0.24	0.0570984268901425	0.0104723215193235	0.067570748409466
0.2425	0.061157554214157	0.00989032830463652	0.0710478825187936
0.245	0.0624664976204286	0.00935297493429836	0.0718194725547269
0.2475	0.0615359000982735	0.00885296183374166	0.0703888619320152
0.25	0.0591265320452754	0.00837961271764756	0.067506144762923
0.2525	0.0561901220940832	0.00791686386343368	0.0641069859575168
0.255	0.0538368762988517	0.00745850900780065	0.0612953853066524
0.2575	0.0532229268491421	0.00702614274936188	0.060249069598504
0.26	0.0553289753887899	0.006614193797381	0.0619431691861709
0.2625	0.0607182015043894	0.00623607415931041	0.0669542756636998
0.265	0.0694160038250816	0.00589783830177901	0.0753138421268606
0.2675	0.0810013561585724	0.00556093122876679	0.0865622873873392
0.27	0.0948720165111407	0.00522967608739347	0.100101692598534
0.2725	0.110535013738042	0.00490029531528441	0.115435309053327
0.275	0.127757057525774	0.00458280503567258	0.132339862561447
