# Energy	Aggregated during	Calculated after	Total
0.005	0.228224781196689	0.124270046830051	0.352494828026739
0.0075	0.398716098026018	0.13019887208592	0.528914970111939
0.01	0.504593280069187	0.139579002261302	0.644172282330489
0.0125	0.522976568238074	0.148077862844976	0.671054431083051
0.015	0.461695751549729	0.1498963680946	0.61159211964433
0.0175	0.348250808398165	0.143921071919674	0.492171880317839
0.02	0.218760488996374	0.13299718505555	0.351757674051924
0.0225	0.107483606070091	0.121203894222155	0.228687500292246
0.025	0.0391777657700369	0.110778463808158	0.149956229578195
0.0275	0.0239881772984663	0.102500465924612	0.126488643223079
0.03	0.0567367456440239	0.0952476928904254	0.151984438534449
0.0325	0.120427122879302	0.088172086152884	0.208599209032186
0.035	0.192771173009376	0.0807054297495552	0.273476602758932
0.0375	0.253627128009754	0.0724500485016781	0.326077176511432
0.04	0.291004367553426	0.0650993701563584	0.356103737709785
0.0425	0.304190879160041	0.0577185310152859	0.361909410175327
0.045	0.303515441994297	0.0511547544394734	0.35467019643377
0.0475	0.307400007022984	0.0459262443258363	0.35332625134882
0.05	0.337593424424636	0.0418449266372115	0.379438351061847
0.0525	0.413961132555157	0.0387247623347797	0.452685894889936
0.055	0.5499777892563	0.0370534244315047	0.587031213687805
0.0575	0.749683159437216	0.0362554028797216	0.785938562316938
0.06	1.00655996717785	0.0365061449069916	1.04306611208484
0.0625	1.30428563380762	0.0369389485214421	1.34122458232906
0.065	1.61910092491572	0.0381300028853781	1.6572309278011
0.0675	1.92323992055142	0.0398477058763191	1.96308762642774
0.07	2.18874443046639	0.0413371819029279	2.23008161236932
0.0725	2.39110184000966	0.0425313319342365	2.4336331719439
0.075	2.51215020504424	0.0434290138045459	2.55557921884878
0.0775	2.54193576979113	0.0437191653194804	2.58565493511061
0.08	2.47936013744524	0.0435565796973469	2.52291671714258
0.0825	2.33170257297505	0.0425249486134613	2.37422752158851
0.085	2.11318278116247	0.041188578857101	2.15437136001957
0.0875	1.84289759952222	0.0390542666062987	1.88195186612852
0.09	1.54243839540552	0.0366834617087941	1.57912185711431
0.0925	1.23354769708496	0.0338634891813606	1.26741118626632
0.095	0.936058920767069	0.0309237065669661	0.966982627334035
0.0975	0.666319962024644	0.0279145986556669	0.694234560680311
0.1	0.436192999566288	0.0248698886451852	0.461062888211473
0.1025	0.252649152450886	0.0221130231208622	0.274762175571748
0.105	0.117930290264751	0.0194346019596774	0.137364892224429
0.1075	0.0300933996558037	0.0171221434388387	0.0472155430946424
0.11	-0.016101520805654	0.0149182820861535	-0.00118323871950045
0.1125	-0.0281612388837491	0.0131725566382184	-0.0149886822455307
0.115	-0.0148062905947883	0.0116884385824504	-0.00311785201233784
0.1175	0.0150123292973	0.0105429003851706	0.0255552296824706
0.12	0.0529251583583894	0.00953357999305555	0.0624587383514449
0.1225	0.0917683731019632	0.00878704207066445	0.100555415172628
0.125	0.125966722484498	0.00820252271415516	0.134169245198653
0.1275	0.151724507401021	0.00767891254516162	0.159403419946183
0.13	0.167018808506557	0.0074135955612641	0.174432404067821
0.1325	0.171451793664265	0.00708039219790679	0.178532185862172
