# Energy	Aggregated during	Calculated after	Total
0.005	0.0596599142961048	0.299854908986908	0.359514823283013
0.0075	0.151490709438481	0.340559024274145	0.492049733712626
0.01	0.22425766997408	0.359334750446173	0.583592420420253
0.0125	0.267088949290814	0.352911381314465	0.620000330605279
0.015	0.27015277541021	0.328429960237786	0.598582735647997
0.0175	0.230385322977286	0.297889855878278	0.528275178855564
0.02	0.157711853700234	0.267026644176965	0.424738497877199
0.0225	0.0716901838422594	0.237457340372322	0.309147524214582
0.025	-0.00628966248395611	0.211181077924618	0.204891415440662
0.0275	-0.0584164435135472	0.190242438377044	0.131825994863497
0.03	-0.073628583028615	0.174605886990917	0.100977303962302
0.0325	-0.0495109713243147	0.16567543708934	0.116164465765026
0.035	0.00744925135704092	0.161614612508725	0.169063863865766
0.0375	0.0839127204436097	0.159507598724273	0.243420319167882
0.04	0.163789520054223	0.157473614937988	0.321263134992211
0.0425	0.233161871109166	0.153120220445322	0.386282091554488
0.045	0.284708395803244	0.147207604227214	0.431916000030458
0.0475	0.320449496034138	0.141087096918969	0.461536592953107
0.05	0.352033101137439	0.13701705530211	0.489050156439549
0.0525	0.39818993563858	0.136641723956991	0.534831659595571
0.055	0.479811254164565	0.142115750876483	0.621927005041048
0.0575	0.613972685759164	0.15305224484325	0.767024930602414
0.06	0.808685509174106	0.168478949288983	0.97716445846309
0.0625	1.05981535562156	0.187610881307166	1.24742623692872
0.065	1.35086767398423	0.209113242647681	1.55998091663191
0.0675	1.65545546509699	0.230418954035268	1.88587441913226
0.07	1.94161880198866	0.249916116585611	2.19153491857428
0.0725	2.17696575336959	0.265477795030565	2.44244354840015
0.075	2.33369774186693	0.275404376003831	2.60910211787076
0.0775	2.39269970163254	0.279320095830742	2.67201979746328
0.08	2.34615293445689	0.276185157282066	2.62233809173895
0.0825	2.19835624827796	0.267666305465412	2.46602255374337
0.085	1.9647020662719	0.254189111931722	2.21889117820363
0.0875	1.66908205372737	0.237322044351035	1.9064040980784
0.09	1.34021571612853	0.218224992619886	1.55844070874842
0.0925	1.00759703246682	0.198151793246495	1.20574882571331
0.095	0.697732652821813	0.17787165827496	0.875604311096773
0.0975	0.431233658916673	0.158313949064198	0.589547607980871
0.1	0.221099141283667	0.140183550545533	0.361282691829201
0.1025	0.0722747218861632	0.124084289380155	0.196359011266318
0.105	-0.0176366106370383	0.109913854591517	0.0922772439544786
0.1075	-0.0568318056483059	0.0979756601990241	0.0411438545507182
0.11	-0.0572483549876151	0.087958527048032	0.0307101720604169
0.1125	-0.0323702635704276	0.0796465956449405	0.0472763320745129
0.115	0.00477732597597915	0.0725543934391321	0.0773317194151113
0.1175	0.0432264716597207	0.066789752403759	0.11001622406348
0.12	0.0750781371827462	0.061701611117073	0.136779748299819
0.1225	0.0959013052562439	0.0572490676929834	0.153150372949227
0.125	0.104544532171716	0.0533877539002729	0.157932286071989
0.1275	0.102497730540452	0.0499176290380078	0.15241535957846
0.13	0.0929824735476872	0.0467400224654423	0.139722496013129
0.1325	0.0799529464190772	0.0438768243064316	0.123829770725509
0.135	0.0672097520513083	0.0412233441065374	0.108433096157846
0.1375	0.0577353301083228	0.0387598128758213	0.0964951429841441
0.14	0.0533367962529265	0.0365113766527058	0.0898481729056323
0.1425	0.0546009683029942	0.0343227185706169	0.0889236868736111
0.145	0.0611050774686337	0.032279612410558	0.0933846898791917
0.1475	0.0718082818119447	0.0303555610384479	0.102163842850393
0.15	0.0855018502972869	0.0285468122398286	0.114048662537115
0.1525	0.101233666362822	0.0267944811877152	0.128028147550538
0.155	0.118606286513434	0.0251408586582146	0.143747145171649
0.1575	0.137912129403522	0.0236083525454444	0.161520481948966
