# Energy	DeltaT=25	DeltaT=50	DeltaT=100	DeltaT=150	DeltaT=200	DeltaT=300	
0.616	0.0100392448553884	0.0100392942893065	0.0100392189396428	0.0100392786855023	0.0100392908767944	0.0100393065554806
0.6185	0.0104498959329469	0.0104499460202495	0.0104498660384997	0.0104499299360958	0.0104499422291097	0.0104499582581441
0.621	0.0108231876783413	0.0108232384655628	0.0108231538942537	0.0108232217433779	0.0108232342152909	0.0108232507447553
0.6235	0.0111630117230419	0.0111630632469817	0.0111629741951262	0.0111630457388824	0.0111630584756079	0.0111630756296912
0.626	0.0114695877461515	0.0114696400020982	0.0114695466638353	0.0114696215623296	0.0114696346594635	0.0114696525432686
0.6285	0.0117351735778863	0.0117352264915596	0.0117351291806113	0.0117352070076374	0.0117352205697831	0.0117352392151589
0.631	0.0119492965918802	0.0119493500227607	0.0119492491813609	0.0119493294281272	0.0119493435633501	0.0119493629106779
0.6335	0.0121015192646577	0.0121015730070914	0.0121014692031246	0.0121015512755641	0.0121015660952053	0.0121015860023908
0.636	0.0121815281686544	0.0121815819540919	0.012181475875576	0.0121815590893406	0.0121815747093444	0.0121815949706969
0.6385	0.0121773514437839	0.0121774049386138	0.0121772973981375	0.0121773809924641	0.0121773975370824	0.0121774178781459
0.641	0.0120772509299894	0.0120773037336601	0.0120771956565772	0.0120772788297299	0.0120772964088694	0.0120773165098507
0.6435	0.0118738388952505	0.011873890576092	0.0118737829563572	0.0118738649023235	0.011873883590979	0.0118739031116909
0.646	0.0115628282606486	0.0115628783814315	0.0115627722523464	0.0115628521787867	0.0115628720114428	0.0115628906001413
0.6485	0.0111420280029107	0.0111420761246439	0.0111419725411417	0.0111420496857379	0.0111420706588806	0.0111420879493784
0.651	0.0106166483408611	0.0106166940684578	0.0106165940441017	0.0106166677276636	0.0106166897911268	0.0106167054329773
0.6535	0.00999880588297024	0.00999884887916817	0.00999875333435686	0.0099988229896872	0.00999884603924905	0.00999885975515774
0.656	0.0093025794155962	0.00930261940047765	0.00930252915071089	0.00930259433014919	0.00930261820675139	0.00930262980598173
0.6585	0.00854357835349463	0.00854361511477293	0.00854353084782609	0.00854359123527914	0.00854361573352911	0.0085436251074507
0.661	0.00773912891955795	0.00773916232279062	0.00773908457138492	0.00773913999437157	0.00773916486854925	0.00773917199045341
0.6635	0.00690902759230984	0.0069090575845655	0.00690898670115792	0.00690903712669653	0.00690906209368095	0.00690906703423152
0.666	0.00607605527415988	0.00607608188582367	0.00607601802231044	0.0060760635405858	0.00607608830573386	0.00607609123633318
0.6685	0.00525999394007558	0.00526001728021625	0.00525996039038176	0.0052600011961265	0.00526002547892282	0.00526002665065071
0.671	0.00447880749482433	0.00447882775004938	0.00447877759475086	0.00447881398037236	0.00447883752125368	0.00447883725501944
0.6735	0.00374732281427013	0.00374734023951302	0.00374729640989643	0.00374732875491207	0.00374735131256371	0.00374734998404206
0.676	0.00307757147769989	0.00307758635888153	0.00307754831188316	0.00307757705092214	0.00307759842027781	0.00307759643007975
0.6785	0.00247973122874228	0.0024797438764472	0.00247971095107761	0.00247973655650958	0.00247975658563681	0.00247975432531851
0.681	0.00196322763117252	0.00196323838105655	0.00196320980350573	0.00196323278205509	0.00196325137413364	0.00196324921901092
0.6835	0.00153475032982125	0.00153475953575031	0.00153473445567698	0.00153475533736638	0.00153477244386236	0.00153477074297485
0.686	0.00119852819142652	0.00119853622143771	0.00119851374296131	0.00119853306902451	0.00119854868817467	0.00119854775266054
0.6885	0.000954644818218069	0.000954652051601405	0.000954631262174589	0.000954649568755161	0.000954663752712888	0.000954663832512487
0.691	0.000798518293594682	0.000798525110852257	0.000798505115588867	0.000798522920710935	0.000798535772455349	0.000798537037449809
0.6935	0.000725380891082124	0.00072538765252797	0.000725367608133102	0.000725385414488927	0.000725397061469558	0.000725399609717717
0.696	0.00073081409642045	0.000730821134660047	0.000730800258252852	0.000730818554905496	0.000730829140602082	0.000730833003412919
0.6985	0.000810680941003181	0.00081068856379365	0.000810666132193972	0.000810685389185907	0.000810695074025132	0.000810700226549551
0.701	0.000956538822543882	0.000956547328682581	0.00095652270349708	0.000956543356123743	0.000956552303562368	0.000956558671291926
0.7035	0.00115679735592239	0.00115680703166452	0.00115677968042667	0.00115680211577017	0.00115681048445256	0.00115681794940194
0.706	0.00139957471098629	0.00139958582750227	0.00139955532637373	0.00139957988036047	0.00139958782354372	0.00139959622634596
0.7085	0.00167406020872383	0.00167407301415753	0.00167403903736693	0.00167406599554383	0.00167407365640838	0.00167408280523296
0.711	0.00197022359308238	0.0019702383040127	0.00197020061667307	0.00197023021526907	0.00197023772262529	0.00197024740015314
0.7135	0.00227890806883923	0.00227892486428222	0.0022788833223973	0.0022789157518014	0.00227892321382493	0.00227893318798525
0.716	0.00259228849078134	0.00259230751239241	0.00259226206156666	0.0025922974664098	0.00259230496458399	0.0025923150054097
0.7185	0.00290165037078102	0.00290167171888423	0.00290162239270764	0.00290166084528894	0.00290166845003473	0.00290167834270809
0.721	0.00319778354329168	0.0031978072747123	0.00319775419376744	0.00319779568101372	0.00319780345993897	0.0031978130102096
0.7235	0.00347210831326819	0.00347213443990125	0.00347207781025517	0.00347212223623478	0.00347213025358045	0.00347213928700427
0.726	0.0037197050152148	0.003719733487254	0.00371967358023318	0.00371972078050384	0.00371972909617224	0.00371973746771797
0.7285	0.00393876319081789	0.00393879389283802	0.00393873103043574	0.00393878078365789	0.00393878945107309	0.00393879705572509
0.731	0.00412796387891044	0.00412799663120764	0.00412793118397548	0.00412798321446191	0.00412799227951458	0.00412799905355304
0.7335	0.00428610243913347	0.00428613700537967	0.00428606938646284	0.00428612336959173	0.0042861328713412	0.00428613879235717
0.736	0.00441236054459514	0.00441239664339633	0.00441232729843823	0.00441238286920663	0.00441239283989134	0.00441239792858124
0.7385	0.00450704796197779	0.00450708527401105	0.00450701466999645	0.00450707143028794	0.00450708189199489	0.00450708621622897
0.741	0.00457108839091236	0.00457112656244534	0.00457105517737079	0.00457111270397906	0.00457112366958759	0.0045711273361626
0.7435	0.00460602363147154	0.00460606228969813	0.00460599059960147	0.00460604846575122	0.00460605993459467	0.00460606307294632
0.746	0.00461384948169471	0.00461388825249755	0.00461381672150978	0.00461387451737734	0.00461388647024296	0.00461388921601257
0.7485	0.00459645402183884	0.00459649253168632	0.00459642160748658	0.00459647894450496	0.00459649134184863	0.00459649383584779
0.751	0.00455498170684479	0.00455501959723131	0.00455494970661869	0.00455500622372357	0.00455501900907919	0.0045550213886836
0.7535	0.00448979015010386	0.00448982709626255	0.00448975864009362	0.0044898140141793	0.0044898271175598	0.00448982950012002
0.756	0.00440117172739898	0.00440120744215039	0.00440114079052898	0.0044011947424954	0.00440120807887435	0.00440121055752772
0.7585	0.00428932389247843	0.00428935812534965	0.00428929361961402	0.00428934591089583	0.00428935938321385	0.004289362025628
0.761	0.00415401681556663	0.00415404934888732	0.00415398731088954	0.00415403772783961	0.00415405123993967	0.00415405408305034
0.7635	0.00399477904909919	0.00399480969811277	0.00399475043294604	0.00399479878399382	0.00399481224550282	0.00399481529077429
0.766	0.00381101123240287	0.00381103984854809	0.00381098364127213	0.00381102976160803	0.00381104308619592	0.00381104630218188
0.7685	0.00360280139892921	0.00360282787189855	0.00360277498064733	0.00360281873785002	0.00360283184102417	0.00360283517099676
0.771	0.00337268126577413	0.0033727055187954	0.00337265615899929	0.00337269745987572	0.0033727102622452	0.00337271363871337
0.7735	0.00312386717290515	0.00312388916128616	0.00312384350214646	0.00312388229277393	0.00312389472237476	0.00312389807122614
0.776	0.00285994013291152	0.00285995984367019	0.00285991800921169	0.00285995426640668	0.00285996626543245	0.00285996950875145
0.7785	0.00258556366689089	0.00258558111746067	0.00258554317447911	0.00258557690431183	0.00258558842831971	0.00258559149435714
0.781	0.00230586240224254	0.00230587763591354	0.00230584358990336	0.00230587482253761	0.002305885842768	0.00230588867412938
0.7835	0.00202599832368053	0.00202601140873725	0.00202598120365061	0.00202600999257357	0.00202602049644374	0.00202602305094925
0.786	0.00175168647899624	0.00175169751329955	0.00175167102333653	0.0017516974582458	0.00175170744246108	0.00175170969452226
0.7885	0.00148920427041268	0.00148921338602475	0.0014891904067362	0.00148921462791457	0.00148922409022447	0.00148922603267776
0.791	0.00124447985306983	0.00124448721080597	0.00124446746542237	0.00124448965573144	0.00124449859753293	0.00124450024167088
0.7935	0.00102344844445498	0.00102345422919144	0.00102343737524304	0.00102345775098991	0.00102346618325136	0.00102346755531556
0.796	0.000830478192085094	0.000830482610191048	0.000830468252032771	0.000830487051439369	0.000830494996283244	0.000830496133339318
0.7985	0.000667538878399408	0.000667542155395633	0.00066752986095601	0.000667547331018167	0.000667554820842895	0.000667555766809592
0.801	0.000536229860990856	0.000536232242639943	0.000536221546391037	0.000536237946455912	0.000536245019119322	0.00053624582253547
0.8035	0.000437338981888781	0.000437340732091695	0.000437331145716232	0.000437346752268695	0.00043735344252165	0.000437354152763269
0.806	0.000370229616211884	0.000370231007070282	0.0003702220409652	0.000370237136116918	0.000370243477954977	0.000370244142429004
0.8085	0.000333776958512526	0.000333778270109844	0.000333769440562704	0.000333784308254201	0.000333790336231346	0.000333790997615619
0.811	0.000326746834510475	0.000326748354107943	0.000326739185025318	0.000326754109502608	0.00032675985895489	0.000326760555159064
0.8135	0.000346970307533062	0.000346972317980365	0.00034696235642484	0.000346977607748921	0.000346983116531765	0.000346983882181971
0.816	0.000391781672500057	0.000391784445758886	0.0003917732705862	0.000391789097749666	0.000391794406382623	0.000391795273635401
0.8185	0.000458270547518971	0.000458274346608696	0.000458261567954895	0.000458278201333484	0.000458283351410266	0.000458284348691807
0.821	0.000542893987303976	0.000542899065336891	0.000542884328329021	0.000542901976960778	0.000542907011045792	0.000542908163197463
0.8235	0.000642494787318364	0.000642501378859605	0.000642484371338212	0.000642503224677276	0.000642508180208839	0.000642509509005231
0.826	0.000754405002191446	0.000754413314371564	0.000754393774447841	0.000754414004359529	0.000754418907345247	0.000754420431768823
0.8285	0.000876073403506254	0.000876083611219853	0.00087606132645008	0.000876083083030175	0.000876087952196024	0.000876089690431577
0.831	0.00100489047104249	0.00100490270779927	0.00100487751905869	0.0010049009235006	0.00100490577471606	0.00100490774520633
0.8335	0.00113793073405951	0.00113794508593452	0.00113791689769841	0.00113794203896642	0.00113794688249589	0.0011379491014172
0.836	0.0012722453934396	0.0012722618979307	0.00127223067989387	0.00127225761469144	0.00127226245448666	0.00127226493570762
0.8385	0.00140491004029077	0.00140492868642585	0.00140489447329848	0.00140492322629068	0.00140492805997561	0.00140493081468328
0.841	0.0015331961706435	0.00153321690054955	0.00153317978990768	0.0015332103553415	0.00153321517416409	0.00153321820728185
0.8435	0.00165450623470931	0.00165452894455982	0.00165448909555503	0.00165452143743966	0.00165452622673998	0.00165452953533076
0.846	0.00176661046088832	0.00176663500084564	0.001766592632052	0.00176662668636678	0.00176663142439809	0.00176663499956722
0.8485	0.00186778349373492	0.0018678096681568	0.00186776505436807	0.00186780073385774	0.0018678053891132	0.00186780921706928
0.851	0.00195628101447323	0.00195630858794667	0.00195626205248851	0.00195629923910925	0.00195630378051517	0.00195630784247238
0.8535	0.00203026710383164	0.00203029580773219	0.00203024771449763	0.00203028625050314	0.00203029065886598	0.00203029493097046
0.856	0.00208784993444274	0.00208787947003584	0.00208783022392958	0.0020878699103923	0.00208787417816599	0.00208787863057739
0.8585	0.00212762454012566	0.0021276545914169	0.00212760462732324	0.00212764522912571	0.00212764935823325	0.00212765395479082
0.861	0.00214944449866038	0.00214947475189966	0.00214942450605148	0.00214946576688434	0.00214946976588257	0.00214947446701857
0.8635	0.00215345813690387	0.00215348828302504	0.00215343818690249	0.00215347983278418	0.00215348371564701	0.00215348847941681
0.866	0.00213986267362934	0.00213989240906436	0.00213984288826421	0.00213988462828392	0.00213988841427849	0.00213989319673036
0.8685	0.00210936761532681	0.00210939665238736	0.00210934811399558	0.00210938964838045	0.00210939336140252	0.00210939812110287
0.871	0.00206301371882094	0.00206304179266399	0.00206299461662653	0.00206303564157809	0.00206303931002416	0.00206304401131015
0.8735	0.00200181591901705	0.00200184278874702	0.00200179732671774	0.00200183753390421	0.00200184119134312	0.00200184580379021
0.876	0.00192676662196366	0.00192679207400869	0.00192674864676738	0.00192678772423252	0.00192679140969987	0.00192679590699917
0.8785	0.00183920206048995	0.00183922591559873	0.00183918480520915	0.00183922245180295	0.0018392262041071	0.00183923056391194
0.881	0.00174107935092257	0.00174110147542582	0.00174106291225738	0.00174109886323868	0.00174110271089458	0.00174110691451275
0.8835	0.00163452443113377	0.00163454473891501	0.00163450889789899	0.00163454293106585	0.00163454689028679	0.00163455092337663
0.886	0.00152178923092258	0.00152180768320033	0.00152177468073006	0.00152180662287888	0.00152181069683135	0.00152181455112184
0.8885	0.00140481576021395	0.00140483235681594	0.00140480225949998	0.0014048319838765	0.00140483616699343	0.00140483984011113
0.891	0.00128545367103893	0.00128546844919476	0.00128544127588704	0.00128546870238484	0.00128547298118127	0.00128547647614786
0.8935	0.00116554110296951	0.0011655541374162	0.00116552985926917	0.00116555495437384	0.00116555930750906	0.00116556263265079
0.896	0.00104673740692143	0.0010467488050137	0.00104672735022441	0.00104675012426317	0.00104675452459008	0.00104675769078956
0.8985	0.000930468284355596	0.000930478179133097	0.000930459439331424	0.000930479943561228	0.000930484360550926	0.000930487377298786
0.901	0.00081820559050208	0.000818214139843877	0.000818197969067958	0.000818216299067924	0.00081822069728696	0.000818223572754035
0.9035	0.000711351170295247	0.000711358553094296	0.000711344768591324	0.000711361062715301	0.000711365403289157	0.000711368145870188
0.906	0.000611271560629066	0.000611277972129927	0.000611266356962339	0.000611280792786453	0.000611285035097929	0.000611287654095671
0.9085	0.000519193509552151	0.000519199146255605	0.000519189462260569	0.000519202238928747	0.00051920634650665	0.000519208853198342
0.911	0.000436268865512805	0.000436273920005934	0.000436265912691885	0.000436277244296889	0.000436281187101103	0.000436283594857129
0.9135	0.000363444222867033	0.000363448881213103	0.000363442284959197	0.000363452394165023	0.000363456151085794	0.000363458473784075
0.916	0.000301435422639852	0.000301439859636926	0.000301434402881116	0.000301443518519538	0.00030144707576187	0.000301449326606574
0.9185	0.000250691557904791	0.000250695932083925	0.00025069134266702	0.000250699696151013	0.000250703047050056	0.000250705238165717
0.921	0.000211630630883252	0.000211635083644931	0.00021163108969703	0.000211638914124219	0.000211642059655224	0.00021164420212279
0.9235	0.000184645676202611	0.000184650332066442	0.000184646662299225	0.00018465419262343	0.000184657140367961	0.000184659244566973
0.926	0.000169992915211414	0.000169997883143607	0.000169994268498925	0.000170001742270601	0.000170004501033349	0.000170006578424256
0.9285	0.000167767895433501	0.000167773269291073	0.000167769446439673	0.000167777099950744	0.000167779679940391	0.000167781743033884
0.931	0.000177917915429997	0.000177923775441203	0.000177919491249866	0.000177927555365718	0.000177929969421731	0.000177932030395894
0.9335	0.000200292516740869	0.000200298931343233	0.000200293945677542	0.000200302643927772	0.000200304907489545	0.000200306977050872
0.936	0.000234184458894697	0.000234191485033631	0.000234185576231449	0.000234195120589879	0.000234197249672156	0.00023419933646403
0.9385	0.000278140245940585	0.000278147929243148	0.00027814090109612	0.000278151486749218	0.00027815349496924	0.000278155604882823
0.941	0.000330648693530605	0.000330657067108271	0.000330648749689383	0.000330660555783932	0.000330662452536884	0.000330664588635428
0.9435	0.000390146037841757	0.000390155121179033	0.000390145371850998	0.000390158560876369	0.000390160349379401	0.000390162511960494
0.946	0.000454935660996417	0.000454945465076499	0.00045493416992256	0.000454948877931842	0.000454950557281687	0.000454952744691969
0.9485	0.000523292796509863	0.000523303325861832	0.000523290400014837	0.000523306733840343	0.000523308299029187	0.000523310507600796
0.951	0.00059349160196616	0.0005935028546617	0.000593488242353301	0.00059350627952797	0.000593507721444517	0.000593509945428671
0.9535	0.000663731930837866	0.000663743895985098	0.00066372757378457	0.000663747356791755	0.000663748665448537	0.000663750897177788
0.956	0.000732091322666799	0.000732103975839839	0.000732085958228806	0.000732107484609661	0.000732108654614881	0.000732110884861606
0.9585	0.000796714669874827	0.000796727972266246	0.00079670831051014	0.000796731534563988	0.00079673256366193	0.000796734782103767
0.961	0.000855832633140958	0.000855846532022037	0.000855825312523838	0.000855850147055583	0.000855851034939427	0.000855853230406624
0.9635	0.000907778009345278	0.000907792438789561	0.000907769781792934	0.000907796099554204	0.000907796847355658	0.000907799008023593
0.966	0.000951623221604149	0.000951638105496405	0.000951614156506304	0.000951641798808369	0.000951642409209742	0.000951644523945149
0.9685	0.000986926514542859	0.000986941768720857	0.000986916692785944	0.000986945475021313	0.000986945952521293	0.000986948011816016
0.971	0.00101332781444208	0.00101334334993404	0.00101331732933741	0.00101334703984482	0.00101334739354199	0.00101334939050622
0.9735	0.00103062843527533	0.0010306441603145	0.00103061739163416	0.00103064779490233	0.00103064804012326	0.00103064997085093
0.976	0.0010388973095442	0.00103891312829297	0.00103888581853053	0.00103891666672435	0.00103891682348887	0.00103891868605898
0.9785	0.00103826385822322	0.00103827967098638	0.00103825203630776	0.00103828307192073	0.0010382831644425	0.00103828495911708
0.981	0.00102886823421074	0.00102888393766539	0.00102885620305609	0.00102888715939639	0.00102888721593708	0.00102888894516453
0.9835	0.0010111205521926	0.00101113604483744	0.00101110843571993	0.0010111390489623	0.00101113909843456	0.00101114076629369
0.986	0.000985735440742225	0.000985750628947203	0.000985723361629116	0.000985753384015292	0.000985753452576	0.000985755064401135
0.9885	0.00095350323336816	0.0009535180317121	0.000953491310755765	0.000953520512597543	0.000953520624415529	0.000953522187597993
0.991	0.000915270083582483	0.000915284412939287	0.000915258429304696	0.000915286601301232	0.000915286778517635	0.000915288303324715
0.9935	0.000871886778580428	0.000871900566152303	0.000871875495950595	0.00087190245043653	0.000871902713156715	0.000871904212711161
0.996	0.000824092608763206	0.000824105792695878	0.000824081793570444	0.000824107366510386	0.000824107734280522	0.000824109222061937
0.9985	0.000772573183747525	0.000772585715319294	0.00077256292463593	0.00077258697689085	0.000772587469216963	0.000772588957797197
